"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3448",434378,"Verlander, Justin","3448","100.0","0.172","0.188","0.219","0.361","0.243","0.241","0.180","137","796","87.3","18.4","2599","89.6","85.88","602","1790","1658","-3.7","5.83","113","157","117","152","290","316","297"
